,location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,type_of_conflict_name,start_date,start_date2,ep_end,region,region_name
2151,Senegal,Government of Senegal,,MFDC,,1,Casamance,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1988,12/20/2011,1,4,Africa
2152,Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,,1,Nagorno-Karabakh,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/19/1990,8/31/1990,0,1,Europe
2153,Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,,1,Nagorno-Karabakh,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/19/1990,8/31/1990,1,1,Europe
2154,Russia (Soviet Union),Government of Russia (Soviet Union),,APF,,1,Azerbaijan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/20/1990,1/23/1990,1,1,Europe
2155,Trinidad and Tobago,Government of Trinidad and Tobago,,Jamaat al-Muslimeen,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",7/27/1990,8/2/1990,1,5,Americas
2156,Djibouti,Government of Djibouti,,FRUD,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/12/1991,11/13/1991,0,4,Africa
2157,Djibouti,Government of Djibouti,,FRUD,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/12/1991,11/13/1991,0,4,Africa
2158,Djibouti,Government of Djibouti,,FRUD,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/12/1991,11/13/1991,0,4,Africa
2159,Djibouti,Government of Djibouti,,FRUD,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/12/1991,11/13/1991,1,4,Africa
2160,Djibouti,Government of Djibouti,,FRUD-C,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",11/12/1991,7/24/1999,1,4,Africa
2161,Georgia,Government of Georgia,,National Guard and Mkhedrioni,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/22/1991,12/28/1991,0,1,Europe
2162,Georgia,Government of Georgia,,Zviadists,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/22/1991,12/28/1991,0,1,Europe
2163,Georgia,Government of Georgia,,Zviadists,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/22/1991,12/28/1991,1,1,Europe
2164,Haiti,Government of Haiti,,Military faction (forces of Himmler Rebu and Guy Francois),,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",4/3/1989,4/8/1989,1,5,Americas
2165,Haiti,Government of Haiti,,Military faction (forces of Raol C̩dras),,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",4/3/1989,10/2/1991,1,5,Americas
2166,Haiti,Government of Haiti,,"FLRN, OP Lavalas",,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",4/3/1989,2/8/2004,1,5,Americas
2167,United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Germany, Government of Pakistan, Government of Saudi Arabia, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2168,United States of America,Government of United States of America,"Government of Afghanistan, Government of Czech Republic, Government of Germany, Government of Pakistan, Government of Romania, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2169,United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Jordan, Government of Netherlands, Government of Pakistan, Government of Romania, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2170,United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of France, Government of Germany, Government of Jordan, Government of Netherlands, Government of Pakistan, Government of Romania, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2171,United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Jordan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2172,United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Jordan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2173,United States of America,Government of United States of America,"Government of Afghanistan, Government of Jordan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2174,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2175,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2176,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,0,5,Americas
2177,Sierra Leone,Government of Sierra Leone,,RUF,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/23/1991,4/1/1991,1,4,Africa
2178,Turkey,Government of Turkey,,DHKP-C,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1987,7/13/1991,0,2,Middle East
2179,Turkey,Government of Turkey,,DHKP-C,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1987,7/13/1991,1,2,Middle East
2180,Turkey,Government of Turkey,,DHKP-C,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1987,7/16/1995,1,2,Middle East
2181,Turkey,Government of Turkey,,MKP,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1987,6/17/2005,1,2,Middle East
2182,Turkey,Government of Turkey,,"TAK, Yurtta Sulh Konseyi",,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1987,2/17/2016,1,2,Middle East
2183,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Slovenia,,1,Slovenia,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",6/27/1991,6/28/1991,1,1,Europe
2184,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,"Croatian irregulars, Republic of Croatia",,1,Croatia,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",7/9/1991,7/27/1991,0,1,Europe
2185,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Croatia,,1,Croatia,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",7/9/1991,7/27/1991,1,1,Europe
2186,Algeria,Government of Algeria,,Takfir wa'l Hijra,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2187,Algeria,Government of Algeria,,AIS,,2,,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2188,Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2189,Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2190,Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2191,Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2192,Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2193,Algeria,Government of Algeria,,GIA,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2194,Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2195,Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2196,Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2197,Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2198,Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2199,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,9/11/2001,1,5,Americas
2200,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2201,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2202,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2203,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2204,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2205,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2206,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2207,Algeria,Government of Algeria,,"AQIM, MUJAO",,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2208,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2209,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2210,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2211,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2212,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,0,4,Africa
2213,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/9/1991,1,4,Africa
2214,Algeria,Government of Algeria,,AQIM,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/27/1985,12/2/2020,0,4,Africa
2215,Angola,Government of Angola,,FLEC-R,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/1991,0,4,Africa
2216,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/1991,1,4,Africa
2217,Angola,Government of Angola,,"FLEC-FAC, FLEC-R",,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/1994,0,4,Africa
2218,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/1994,0,4,Africa
2219,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/1994,0,4,Africa
2220,Angola,Government of Angola,,"FLEC-FAC, FLEC-R",,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/1994,0,4,Africa
2221,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/1994,1,4,Africa
2222,Angola,Government of Angola,,"FLEC-FAC, FLEC-R",,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,11/12/2002,0,4,Africa
2223,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,11/12/2002,0,4,Africa
2224,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,11/12/2002,1,4,Africa
2225,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/2007,1,4,Africa
2226,Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/2009,1,4,Africa
2227,Angola,Government of Angola,,FLEC-FAC-TN,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/2016,0,4,Africa
2228,Angola,Government of Angola,,FLEC-FAC-TN,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/2016,1,4,Africa
2229,Angola,Government of Angola,,FLEC-FAC-TN,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/2019,0,4,Africa
2230,Angola,Government of Angola,,FLEC-FAC-TN,,1,Cabinda,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",8/4/1989,12/31/2019,0,4,Africa
2231,United States of America,Government of United States of America,Government of Afghanistan,al-Qaida,,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/11/2001,7/31/2019,1,5,Americas
2232,"Afghanistan, United Kingdom, United States of America",Government of Afghanistan,,"Government of United Kingdom, Government of United States of America",,2,,1,2,interstate (both sides are states in the Gleditsch and Ward membership system),10/7/2001,10/7/2001,1,"1, 3, 5",Asia
2233,"Australia, Iraq, United Kingdom, United States of America","Government of Australia, Government of United Kingdom, Government of United States of America",,Government of Iraq,,2,,1,2,interstate (both sides are states in the Gleditsch and Ward membership system),3/20/2003,3/23/2003,1,"1, 2, 3, 5",Americas
2234,Azerbaijan,Government of Azerbaijan,,Republic of Artsakh,,1,Artsakh (Nagorno-Karabakh),1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/29/1991,12/30/1991,1,1,Europe
2235,"Djibouti, Eritrea",Government of Djibouti,,Government of Eritrea,,1,Common border,0,2,interstate (both sides are states in the Gleditsch and Ward membership system),6/10/2008,6/11/2008,1,4,Africa
2236,Mauritania,Government of Mauritania,Government of France,AQIM,,2,,0,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",9/15/2008,9/18/2010,1,4,Africa
2237,Mali,Government of Mali,"Government of Bangladesh, Government of Belgium, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Chad, Government of China, Government of Egypt, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Liberia, Government of Mauritania, Government of Nepal, Government of Niger, Government of Nigeria, Government of Norway, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Tajikistan, Government of Togo, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM, MUJAO, Signed-in-Blood Battalion",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",6/10/2009,1/24/2012,0,4,Africa
2238,Mali,Government of Mali,"Government of Bangladesh, Government of Belgium, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Chad, Government of China, Government of Egypt, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Liberia, Government of Mauritania, Government of Nepal, Government of Niger, Government of Nigeria, Government of Norway, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Tajikistan, Government of Togo, Government of United Kingdom, Government of United States of America","al-Murabitun, AQIM",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",6/10/2009,1/24/2012,0,4,Africa
2239,Mali,Government of Mali,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",6/10/2009,1/24/2012,0,4,Africa
2240,Mali,Government of Mali,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Congo, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM",,2,,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",6/10/2009,1/24/2012,0,4,Africa
